filename,bbox,confidence
S1A_IW_GRDH_1SDV_20220125T015006_20220125T015035_041611_04F317_5E2C_Cal_ML_Spk_TC.jp2,-118.70269 33.50856 -118.46688 33.744366,0.874868631362915
S1A_IW_GRDH_1SDV_20220125T015006_20220125T015035_041611_04F317_5E2C_Cal_ML_Spk_TC.jp2,-118.27824 33.367077 -118.089584 33.55572,0.9132655262947084
S1A_IW_GRDH_1SDV_20220125T015006_20220125T015035_041611_04F317_5E2C_Cal_ML_Spk_TC.jp2,-118.419716 32.188038 -117.28784 33.036945,0.8357407961572919
